provide,defense,know,plan,opportunity,welfare,terms,pacific,favorable,recommendation,deemed,science,truly,american,world,laws,federal,treaty,treasury,report,secretary,amount,nation,subject,relations,give,condition,countries,thus,duties,question,revenue,territory,army,economy,several,having,tax,commercial,help,americans,program,care,cost,case,health,annual,budget,appropriations,history,sum,results,minister,million,education,receipts,growth,needs,man,today,bring,social,gold,ask,members,billion,held,keep,operation,want,tonight,payment,portion,programs,operations,serious,march,authorized,problems,reform,silver,believed,extended,notes,income,similar,jobs,lives,except,mail,back,hoped,claim,authorities,articles,live,expenditure,get,propose,interior,pending,issued,enough,cut,reports,circulation,promptly,application,workers,deficit,instead,strengthen,adoption,practicable,improve,december,rendered,commissioner,columbia,imposed,areas,proved,young,occurred,felt,medical,approval,housing,job,postmastergeneral,regarded,fight,goal,removal,savings,territorial,suggestions,basic,consent,research,promise,resulted,instructions,section,lower,specie,choice,decisions,urged,transmitted,around,level,indemnity,ratified,minimum,herewith,existed,chance,notwithstanding,speaker,effected,demanded,expand,coin,adjusted,sovereign,quarters,really,reforms,deem,labors,deficiency,poor,calculated,manifest,choose,brazil,levels,mankind,gone,perform,grave,balanced,redemption,certificates,amicable,commitment,dont,poverty,route,compelled,constitute,manifested,emperor,meantime,absolute,ideals,withdrawn,helped,speed,proceeds,doubted,amendments,exceeding,sinking,expanding,cooperative,recommending,advisable,mountains,ratifications,steamers,ill,amended,presidents,turned,remainder,disturbances,pledged,twenty,intend,taxpayers,disturbance,subsequently,aware,supporting,hospital,spend,commanders,naturalized,resumption,stay,extradition,legation,strive,solve,heard,civilservice,IC
0.0020603,0.0010301,0.00051507,0.00025753,0.00051507,0.0028329,0.0007726,0,0,0.00025753,0,0,0,0.0015452,0.0054082,0.0018027,0.0025753,0.00051507,0,0.0010301,0,0,0.0015452,0,0.0015452,0.0012877,0,0.0010301,0.0007726,0.0007726,0.00051507,0,0,0.0018027,0.0028329,0.00051507,0,0.00025753,0,0.00051507,0,0.0048931,0.00051507,0.00051507,0.00025753,0.0018027,0,0.0020603,0,0.0010301,0,0.00051507,0,0.0020603,0.00025753,0,0.00025753,0.00051507,0,0.0007726,0.00051507,0.0007726,0,0.00025753,0.00051507,0.00025753,0,0,0.00025753,0.00025753,0,0,0,0.00025753,0,0.00025753,0.00051507,0,0.0007726,0,0,0,0.00025753,0,0.0010301,0.00025753,0,0,0.00025753,0,0,0,0,0,0,0.00051507,0,0.00025753,0.00025753,0,0,0,0.00051507,0.00025753,0,0,0.00025753,0,0.0018027,0,0,0.0007726,0,0,0.00025753,0.00025753,0,0,0,0,0.0007726,0,0,0,0.00025753,0.0007726,0,0.0041205,0.00051507,0,0,0.00051507,0.0007726,0,0,0,0,0.0010301,0.00025753,0.00051507,0,0,0,0,0,0,0,0.0007726,0,0,0,0.0007726,0,0,0.00051507,0,0,0,0,0.00025753,0,0,0.00025753,0,0.00025753,0,0,0,0,0,0,0,0,0,0,0,0,0.00025753,0.00025753,0.00025753,0.00025753,0,0.00051507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051507,0,0,0.00025753,0,0,0,0,0,0.00025753,0,0,0.00025753,0,0,0,0,0,0.00051507,0.00025753,0.00025753,0,0,0,0,0,0,0,0,0.00025753,0.00051507,0.00051507,0,0,0,0,0,0,0.00025753,0,0,0,2.333
0.001757,0,0.00058565,0,0.0011713,0.0014641,0.00058565,0,0.00029283,0,0,0,0,0.0011713,0.0090776,0.00058565,0.001757,0,0,0.00029283,0,0.00058565,0.0046852,0.00058565,0.00058565,0.00029283,0.00029283,0.001757,0.00058565,0,0,0.00058565,0,0,0.001757,0,0,0.0038067,0,0,0,0.0040996,0.0014641,0.0014641,0,0.001757,0.0011713,0,0,0.00029283,0,0,0.00029283,0.0014641,0.0020498,0.00029283,0.00087848,0.00058565,0.00087848,0.0035139,0.0011713,0.0011713,0,0,0.00029283,0.0020498,0.00029283,0.00029283,0,0.00029283,0,0.00029283,0.00029283,0.00058565,0,0.00058565,0,0,0,0,0,0,0.00087848,0,0.0020498,0,0.00087848,0.00058565,0,0,0.00029283,0,0,0,0,0.00087848,0,0,0.00029283,0,0,0,0.00058565,0.00087848,0,0,0.00029283,0.00029283,0.00087848,0,0,0.0011713,0,0,0.0011713,0,0,0,0,0.00029283,0.00087848,0.00029283,0,0.00058565,0,0.0011713,0,0.001757,0,0,0,0.00029283,0.0020498,0,0,0,0,0.0011713,0,0,0.00029283,0,0,0,0.00058565,0,0,0,0.00029283,0,0,0.00087848,0,0,0.00058565,0,0,0,0,0.00029283,0,0,0.0011713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014641,0.00058565,0.00058565,0,0,0.00029283,0,0,0,0,0,0.00058565,0,0,0,0,0,0,0,0.0011713,0,0.00058565,0.00029283,0,0,0,0,0,0.00029283,0.00058565,0,0,0,0,0,0.00029283,0,0.00029283,0,0,0,0,0,0.00029283,0.00029283,0,0,0,0.00029283,0,0,0,0,0,0,0,0,0,0,0,0,1.875
0.0018116,0,0.0004529,0.0004529,0.0022645,0.0013587,0,0,0,0,0,0.0004529,0,0.0022645,0.0063406,0.0013587,0.0022645,0,0,0.0009058,0,0,0.0031703,0,0.0004529,0.0009058,0,0,0,0,0,0.0004529,0,0,0.0040761,0.0004529,0,0.0004529,0,0.0022645,0,0.0027174,0.0013587,0.0004529,0,0.0031703,0,0.0004529,0,0.0009058,0,0,0,0.0013587,0.0022645,0,0.0004529,0.0009058,0.0004529,0.0009058,0.0004529,0.0031703,0,0.0004529,0.0004529,0.0009058,0,0.0022645,0,0.0009058,0,0.0004529,0.0004529,0.0013587,0,0,0,0,0.0009058,0,0,0,0,0,0.0013587,0,0.0004529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013587,0,0,0,0,0,0.0004529,0,0.0009058,0.0013587,0,0,0.0004529,0,0,0,0,0,0.0004529,0,0,0,0,0.0022645,0.0004529,0.004529,0.0004529,0,0,0,0,0,0,0,0,0,0,0.0004529,0.0009058,0,0,0,0.0009058,0,0,0,0,0,0.0004529,0.0004529,0,0,0.0009058,0,0,0.0009058,0,0.0004529,0,0,0.0009058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009058,0.0013587,0,0.0004529,0,0.0004529,0,0,0,0.0004529,0,0.0004529,0,0,0,0,0,0,0,0.0009058,0,0,0.0004529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009058,0,0,0,0,0,0,0.0004529,0,0,0,0,0,0,0,0,0,0,0,0,2.3
0.0013905,0.003708,0.0023175,0.00069525,0.0011587,0.000927,0,0,0,0,0,0,0.00023175,0.0023175,0.0032445,0.0004635,0.0048667,0,0.000927,0,0.000927,0.00023175,0.0039397,0.00069525,0.0004635,0.00069525,0.0004635,0.00023175,0.0004635,0.00023175,0,0,0.00023175,0.00023175,0.0020857,0.00023175,0,0.0013905,0,0.0013905,0.00023175,0.0016222,0.0004635,0.00069525,0,0.000927,0.00023175,0.0020857,0.00023175,0,0,0,0,0.00023175,0.00023175,0,0.000927,0.000927,0,0.000927,0.00069525,0.000927,0,0.000927,0.00069525,0.0013905,0,0,0,0.00023175,0,0.0004635,0.00023175,0.0032445,0.00023175,0.00069525,0,0.0004635,0.0013905,0,0,0,0.00023175,0,0.000927,0,0,0,0.0004635,0,0,0,0,0.00023175,0.00023175,0.0004635,0,0.0004635,0.0004635,0.00023175,0,0.00023175,0,0,0.00023175,0,0.0013905,0.0004635,0.00069525,0.00069525,0.00023175,0.0004635,0,0.00023175,0.0004635,0.00023175,0,0,0.0004635,0,0.0016222,0.000927,0,0.00023175,0,0.00023175,0,0.0004635,0.00023175,0,0,0,0.0004635,0.00023175,0,0,0,0.0011587,0,0.00023175,0,0,0.00023175,0.00023175,0,0,0.00023175,0,0,0.00023175,0,0,0,0,0.0004635,0,0,0,0,0.00023175,0,0.00023175,0,0,0,0,0,0,0,0,0.00023175,0.00023175,0,0.0004635,0.00069525,0,0,0,0,0.00023175,0.00023175,0,0.0004635,0,0,0,0.00023175,0,0.00023175,0,0,0,0,0,0.00023175,0,0,0,0.00023175,0,0.00023175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023175,0,0,0,0.00069525,0,0,0.00023175,0,0,0,0,0,0,0.00023175,0.00023175,0,0,1.2
0.00154,0.0041068,0.00025667,0.00051335,0.00025667,0.00077002,0,0.00025667,0,0,0,0,0.00025667,0.0028234,0.0046201,0.0010267,0.0059035,0.00025667,0.00025667,0.00077002,0.00077002,0.00051335,0.0025667,0,0.00077002,0.00025667,0,0,0.0010267,0,0.00025667,0.00077002,0,0,0.0023101,0,0.00025667,0.0035934,0,0.00077002,0,0.0066735,0.00025667,0.00077002,0.00051335,0.0010267,0,0.0035934,0.00077002,0.00051335,0,0.00051335,0,0.00025667,0.0012834,0,0.00154,0.00154,0,0.0010267,0.00077002,0.00077002,0,0.0012834,0.00051335,0.00025667,0.00025667,0.0012834,0,0.00051335,0,0.00025667,0.00025667,0.0017967,0,0.00077002,0.00025667,0.00051335,0.0017967,0,0,0,0.00025667,0,0.00051335,0,0,0.00025667,0,0,0.00025667,0,0,0,0,0,0.00025667,0,0.00154,0,0.00077002,0,0.00051335,0,0,0,0.0010267,0.00025667,0.00051335,0.00025667,0.00025667,0.00025667,0.00025667,0,0.0010267,0,0,0,0.00051335,0,0.00077002,0,0,0,0,0.0017967,0.00025667,0.0010267,0,0,0,0.00025667,0,0,0.00077002,0,0.00025667,0.0010267,0.00025667,0.00051335,0,0,0,0,0.00051335,0,0.00025667,0.00025667,0,0.00025667,0,0.00154,0,0,0.00025667,0,0,0.00051335,0,0.00025667,0,0,0.00025667,0,0,0,0.00025667,0,0.00025667,0,0,0,0,0,0,0,0,0.0010267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051335,0.00025667,0,0,0,0,0,0.00025667,0,0,0.00025667,0,0,0.00025667,0,0,0,0,0,0,0,0,0.00077002,0,0,0,0,0.00077002,0.00051335,0,0,0,0,0,0,0.00051335,0,0,0,2.3
0.00064089,0.0029908,0.00021363,0.00085452,0.0010681,0.00021363,0.00021363,0.00064089,0,0.00042726,0,0.00021363,0,0.0012818,0.0034181,0.0021363,0.0083316,0.00021363,0,0.00042726,0,0.00021363,0.0010681,0,0.00085452,0.0012818,0,0.00064089,0.00064089,0,0,0.00021363,0.00021363,0,0.0027772,0.00085452,0,0.0014954,0,0.0014954,0.00085452,0.005768,0.00085452,0,0,0.0027772,0.00042726,0.0014954,0.00042726,0.00021363,0,0.00042726,0,0.00064089,0.00042726,0,0.001709,0.0012818,0.00064089,0.0014954,0.00021363,0.00042726,0,0,0.00042726,0.0014954,0.00021363,0.0014954,0,0.00021363,0,0,0,0.0034181,0.00021363,0.00064089,0,0.00021363,0.0023499,0,0,0,0.00042726,0,0.00085452,0.00042726,0.00042726,0.00085452,0.00021363,0,0.00021363,0,0,0,0,0.00021363,0,0.00021363,0.0014954,0,0.00042726,0,0.00042726,0.00064089,0.00021363,0,0,0,0.00021363,0.00021363,0,0.001709,0,0,0.001709,0,0,0,0.00064089,0,0.00085452,0.00021363,0.00021363,0,0.00042726,0.00085452,0.00042726,0.001709,0.00021363,0,0,0,0,0,0.00064089,0,0,0.0012818,0,0.00021363,0.00064089,0,0,0.00021363,0.00042726,0,0,0,0,0.00021363,0,0.00085452,0,0,0.00042726,0,0,0,0,0.00021363,0,0,0.00042726,0,0.00021363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021363,0.00021363,0.00021363,0,0,0,0,0,0,0,0,0.00021363,0,0,0.00021363,0,0,0,0.00042726,0,0,0,0.00021363,0,0,0.00042726,0.00042726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021363,0.00021363,0,0,0,0,0,0.00021363,0,0,0.00021363,0,0,0,1.5
0.0021384,0.0023328,0.0005832,0.00097201,0.0015552,0.0013608,0.0001944,0.0001944,0,0.0001944,0.0001944,0.0001944,0.0001944,0.0011664,0.0033048,0.0007776,0.005832,0.0003888,0,0.0007776,0.0001944,0.0001944,0.001944,0.0001944,0.0007776,0.0011664,0,0.0005832,0.0003888,0,0,0,0,0,0.0021384,0.0003888,0,0.0013608,0,0.0023328,0.0013608,0.0083593,0.00097201,0.0007776,0.0003888,0.00097201,0.0001944,0.0015552,0.0001944,0.0001944,0.0001944,0.0003888,0,0.0011664,0.0011664,0,0.0005832,0.0015552,0,0.0005832,0.0001944,0.0007776,0,0.0005832,0,0.0013608,0.0005832,0.0005832,0,0.0003888,0,0,0,0.0013608,0.0003888,0.0005832,0.0001944,0.0003888,0.0023328,0,0,0,0.0005832,0,0.0011664,0.0003888,0.0001944,0.0003888,0,0.0003888,0,0.0001944,0,0.0001944,0,0.0001944,0.0001944,0.0003888,0.0007776,0.0001944,0,0,0,0.0011664,0.0001944,0,0.00097201,0.0001944,0.0011664,0.0005832,0.0001944,0.0017496,0,0.0001944,0.0011664,0.0001944,0,0,0.0005832,0.0001944,0.0013608,0.0001944,0,0,0.0001944,0.0011664,0,0.0015552,0.0005832,0,0,0.0001944,0.0005832,0,0.0005832,0,0,0.0005832,0,0.0013608,0.0005832,0,0,0,0.0003888,0,0,0,0.0001944,0.0001944,0,0.0003888,0,0,0.0001944,0,0,0,0,0,0,0.0001944,0.0005832,0,0,0.0001944,0,0,0,0,0,0,0,0.0001944,0,0,0,0.0001944,0.0005832,0.0001944,0,0.0001944,0.0007776,0,0,0,0,0,0.0001944,0,0,0,0,0,0,0,0,0,0.0003888,0.0001944,0,0,0.00097201,0,0,0.0003888,0.0003888,0.0001944,0,0,0,0,0,0.0001944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001944,0.0003888,0,0,1.7
0.0012723,0.0022265,0.00063613,0.00031807,0.00063613,0.00031807,0,0,0,0,0,0.00063613,0,0.0012723,0.0073155,0,0.0015903,0.00031807,0,0.00031807,0.0009542,0,0.0028626,0,0.00063613,0.00063613,0,0.00063613,0,0,0,0.00063613,0,0,0.0028626,0,0,0.0012723,0,0.0019084,0.0012723,0.0041349,0.00031807,0.00063613,0.00031807,0.00031807,0,0.0015903,0,0.00063613,0,0.00031807,0,0.0019084,0.00063613,0,0.0022265,0.00063613,0.0009542,0.0012723,0.00031807,0.0019084,0.0022265,0.00031807,0.0009542,0.0012723,0.00031807,0.00031807,0.00031807,0,0,0,0,0.0015903,0,0,0,0,0.0025445,0.00031807,0,0,0,0,0.0009542,0,0.0009542,0.00031807,0,0,0.0009542,0,0,0,0,0.00031807,0,0.00031807,0.00031807,0,0,0,0.00063613,0,0,0,0.00031807,0,0.0009542,0.0022265,0.0009542,0.00063613,0,0,0.00063613,0,0,0,0,0,0.0022265,0,0,0,0,0.00031807,0,0.0009542,0.00031807,0,0,0.00063613,0.0015903,0,0,0,0,0.00063613,0,0.0009542,0.00031807,0,0,0,0,0,0,0.00063613,0,0,0.00063613,0.0009542,0,0,0.00031807,0,0,0,0,0.00031807,0,0,0.00063613,0,0,0,0,0.00031807,0,0,0,0,0,0,0,0,0,0.0012723,0.00031807,0,0,0,0,0,0,0,0.0009542,0,0,0,0,0,0,0,0.00031807,0,0,0,0.00031807,0.00063613,0,0,0,0,0,0.0009542,0.00031807,0.00031807,0,0,0,0,0.00063613,0,0.00031807,0.00031807,0,0,0.0012723,0,0.0009542,0.00031807,0,0,0,0,0.00031807,0.00063613,0,0,0,0,0,0,0,0,0,0,2.1
0.0013017,0.0023431,0.00026035,0,0.0013017,0.0015621,0.00026035,0,0,0,0,0.00026035,0,0.0026035,0.0046863,0.00078105,0.0018224,0,0,0.0005207,0.00026035,0.0005207,0.0036449,0.00026035,0.0005207,0.0010414,0,0.00026035,0.0013017,0.00026035,0,0.00026035,0,0.00026035,0.0020828,0,0,0.0020828,0,0.0028638,0.00078105,0.0018224,0.0005207,0.00078105,0,0.0026035,0.00078105,0.0010414,0.00026035,0.00078105,0,0,0,0.0015621,0.0020828,0,0.0026035,0.00078105,0.0010414,0.0010414,0,0.0010414,0.00026035,0,0.0018224,0.0018224,0.00026035,0.00078105,0.00026035,0.00026035,0,0,0,0.0015621,0.0005207,0.0005207,0.00026035,0,0,0.00026035,0,0,0.00026035,0,0.0010414,0.0005207,0.0020828,0,0.00026035,0,0.00026035,0,0,0,0,0.00026035,0,0,0,0,0.00026035,0.00026035,0.00026035,0.00026035,0,0,0,0,0.0005207,0.0010414,0.0018224,0.00026035,0,0,0.00078105,0,0,0,0,0,0.00026035,0,0.0010414,0,0,0.0005207,0.00078105,0.00078105,0.0010414,0,0,0.0005207,0.0015621,0,0,0,0,0.0018224,0,0.00026035,0.00078105,0,0,0,0.00026035,0,0.00078105,0.00026035,0.0005207,0,0,0.0013017,0,0,0.00026035,0,0,0,0,0.00026035,0,0,0.0013017,0,0,0,0,0,0.0005207,0,0,0,0,0.00026035,0,0.00078105,0,0.0005207,0.00078105,0.00078105,0,0,0.0005207,0,0,0,0.00026035,0,0.00026035,0,0,0,0,0,0,0,0.0005207,0,0.0005207,0,0,0,0,0,0,0.00026035,0,0.00026035,0,0,0,0,0,0,0.00026035,0,0,0,0.0005207,0,0.00026035,0.00026035,0,0,0,0,0.00026035,0,0,0,0,0,0,0,0,0,0.00026035,0,2.25
0.0012531,0.0053258,0.0012531,0.00031328,0.00093985,0,0,0,0,0,0,0,0.00031328,0.0031328,0.0072055,0,0.002193,0,0,0.00031328,0,0.00062657,0.0031328,0,0,0.00031328,0,0.00062657,0,0,0,0.00031328,0,0,0.0012531,0.00031328,0.00093985,0.0059524,0,0.0031328,0.002193,0.002193,0,0.00062657,0,0.0012531,0.00031328,0.00093985,0,0.0018797,0.00031328,0.00062657,0.00031328,0.002193,0,0.00031328,0.0025063,0.00093985,0.00062657,0.0031328,0,0.0012531,0,0.00031328,0.00093985,0.0040727,0,0.0015664,0,0,0,0,0.00031328,0.0015664,0,0,0,0,0.00093985,0.0012531,0,0,0,0,0.00093985,0.00031328,0.00093985,0.00062657,0,0,0.00031328,0,0,0,0,0.0012531,0.00031328,0.00031328,0.00031328,0,0,0,0.00093985,0.0015664,0,0,0,0,0,0.00093985,0.00093985,0.0018797,0,0,0.00031328,0,0,0,0,0,0.00093985,0,0.00093985,0,0,0.00062657,0,0.00031328,0.00062657,0,0,0,0,0,0,0,0,0.00093985,0,0.00031328,0.00062657,0,0,0,0.00031328,0,0.0012531,0.00031328,0,0,0.00031328,0.00062657,0,0,0,0,0,0,0,0.00031328,0,0.00031328,0.00093985,0,0,0.00031328,0,0,0.00031328,0,0,0,0.00031328,0,0,0.00093985,0,0.00031328,0,0.00031328,0,0,0.00062657,0,0,0,0.00093985,0,0.00093985,0,0,0,0,0,0,0,0,0,0.00062657,0,0,0,0,0,0,0.00062657,0.00062657,0,0,0,0,0,0.00093985,0,0,0,0,0,0.00031328,0,0,0,0,0,0,0.00062657,0.00031328,0.00062657,0,0,0,0.00031328,0,0,0,0,0,0,2.2
0.00096432,0.00096432,0,0,0.0014465,0,0,0.00048216,0,0,0.00048216,0,0,0.002893,0.002893,0.00048216,0.002893,0,0.00048216,0,0,0,0.0019286,0,0,0.0014465,0,0,0,0,0.00048216,0,0,0,0.0014465,0,0.00048216,0.0033751,0,0.0043394,0.0043394,0.0033751,0.00048216,0.00048216,0,0.0014465,0,0.0038573,0,0.002893,0,0,0,0.0038573,0.0019286,0,0,0.0024108,0.00048216,0.0033751,0.00096432,0.0014465,0.00048216,0.0014465,0.0024108,0.002893,0,0.0014465,0,0.00048216,0,0,0,0.0014465,0,0,0,0,0,0,0,0,0,0,0.00048216,0,0.0024108,0,0,0,0.0014465,0,0,0,0,0.00096432,0,0,0.00048216,0,0.00096432,0,0.00096432,0.0014465,0,0,0,0,0.00096432,0.00048216,0.00096432,0.00096432,0,0,0.00048216,0,0,0,0,0,0.0014465,0,0.00096432,0,0,0.00048216,0,0.0019286,0.0019286,0,0,0.00096432,0.0024108,0,0,0,0,0.0014465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096432,0,0,0.00048216,0,0,0.0014465,0,0.00048216,0,0,0.00096432,0,0,0,0,0.00048216,0,0,0,0,0.00096432,0,0,0,0,0.00048216,0,0,0,0,0,0,0,0,0,0,0.0043394,0,0,0,0,0,0,0,0,0,0.00048216,0,0,0,0,0,0,0.00048216,0.00048216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096432,0.00048216,0,0,0,0,0.00096432,0,0,0,0,0,0,0,0,0,0,0,2.4
0.0025335,0.00036193,0.0018096,0.00036193,0.0021716,0.00036193,0,0,0,0,0,0.0010858,0,0.0065147,0.0068766,0.00036193,0,0,0,0.00072385,0.00036193,0,0.0061527,0.00036193,0.00036193,0,0,0.00036193,0,0,0,0,0,0,0.0025335,0.00036193,0,0.00036193,0,0.0061527,0.0028954,0.0018096,0.00072385,0.00036193,0,0.0014477,0,0.00072385,0,0.0018096,0,0,0,0.0010858,0.0014477,0,0.0018096,0.0010858,0.0032573,0.0014477,0.00036193,0.00036193,0,0.00072385,0.00072385,0,0,0.0018096,0,0.00072385,0.0025335,0,0,0.0032573,0.00036193,0,0,0,0,0,0,0,0,0,0.00036193,0,0,0.00036193,0,0,0,0,0,0,0,0.0032573,0,0.00036193,0.004705,0,0,0,0.00072385,0.00036193,0,0,0,0,0.00072385,0.00036193,0,0.0014477,0,0,0.0010858,0,0,0,0,0,0.0025335,0,0,0,0.00036193,0.00072385,0,0.00072385,0,0,0,0.00036193,0.0018096,0,0,0,0,0.0018096,0,0.00072385,0.0014477,0,0,0.00072385,0,0,0,0,0,0,0,0,0,0,0.00036193,0,0.00036193,0.00036193,0,0.00036193,0,0.00036193,0,0,0,0,0,0,0.00036193,0,0,0,0.00072385,0,0,0.00036193,0,0,0,0.00036193,0,0,0.00072385,0,0,0,0.00072385,0,0.0014477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036193,0,0,0,0,0,0,0.00036193,0,0.0014477,0,0,0,0.00072385,0,0.0010858,0,0,0,0.00036193,0,0.00036193,0,0,0,0,0,0,0,0,0,0,0,2
0.00086331,0.00086331,0.0014388,0.00086331,0.00028777,0.00028777,0,0,0,0,0,0,0,0.0031655,0.0048921,0.00057554,0.0028777,0,0.00028777,0.00057554,0.00028777,0,0.0054676,0.00028777,0.00057554,0.0020144,0,0.0017266,0.00028777,0,0.00028777,0,0.00028777,0,0.00057554,0.0011511,0,0.0011511,0,0.0046043,0.0020144,0.0023022,0.00057554,0.00057554,0,0.0011511,0,0.0011511,0.00028777,0.0014388,0,0,0,0.00028777,0.0011511,0,0.00086331,0.0014388,0.0020144,0.00028777,0.0011511,0.00028777,0,0.0025899,0.0017266,0.003741,0,0.00057554,0,0.0017266,0.007482,0,0,0.00086331,0,0.00028777,0,0,0.00086331,0,0,0,0.00028777,0,0.00057554,0,0.00057554,0.00086331,0,0,0.00028777,0,0,0,0,0.0011511,0,0,0.0031655,0,0,0,0.0025899,0,0,0,0,0,0.00057554,0.00086331,0,0.0014388,0,0,0.0020144,0,0,0,0.00028777,0,0.00086331,0,0.0011511,0,0,0.00057554,0,0.00057554,0.00028777,0,0,0.0014388,0,0,0.00028777,0,0,0.00028777,0,0,0.00086331,0,0,0.00028777,0,0,0.00086331,0,0,0,0.00028777,0.00057554,0,0,0.00028777,0,0,0.00028777,0,0.00028777,0,0,0.00057554,0,0,0,0,0.00028777,0,0,0,0,0.00057554,0,0,0.00086331,0,0,0.00028777,0,0,0,0,0,0,0,0.00028777,0.00028777,0.00057554,0,0,0,0,0,0,0,0,0,0.00086331,0.00086331,0,0,0,0,0,0,0.00028777,0,0,0,0,0,0,0,0.00057554,0,0,0,0,0,0.00057554,0,0,0,0,0,0,0.00057554,0,0,0,0.0014388,0,0,0.00057554,0.00028777,0.00028777,0,2.8
0.0010741,0.00042965,0.0017186,0,0,0.00021482,0.00021482,0.00021482,0,0,0,0,0,0.0030075,0.0019334,0.0010741,0.0017186,0.00064447,0,0.0010741,0,0.00021482,0.0027927,0,0.00085929,0.0015038,0,0.00064447,0,0,0.00064447,0,0,0.00021482,0.0012889,0.00042965,0.00021482,0.0015038,0.00042965,0.0030075,0.003652,0.0010741,0.00042965,0.0012889,0,0,0.00021482,0.00064447,0,0.00085929,0,0,0,0.0021482,0.00021482,0,0.00042965,0.0015038,0.00064447,0.00085929,0.0010741,0.0012889,0.00021482,0.0010741,0.00085929,0.0030075,0,0.00085929,0,0.00042965,0.0032223,0.00021482,0,0.0023631,0,0,0,0.00021482,0.00042965,0.00042965,0,0,0,0,0.0012889,0.00021482,0.00042965,0.00021482,0.00021482,0,0,0.00042965,0,0.00021482,0,0.00064447,0,0.00064447,0.0010741,0,0,0,0.00085929,0.00021482,0.00042965,0,0.00042965,0,0.00064447,0.00064447,0,0.00064447,0,0,0.00085929,0,0,0,0,0.00021482,0,0,0.00064447,0,0,0.00021482,0,0.00021482,0.00085929,0,0,0.00085929,0.00021482,0,0.00021482,0,0,0.00042965,0,0,0.00021482,0,0,0,0.00085929,0,0.00021482,0,0,0,0,0,0,0.00021482,0.00064447,0,0,0.00085929,0,0.00021482,0,0,0.00021482,0,0,0,0,0.00021482,0,0,0,0,0.00064447,0,0,0.00042965,0,0.00042965,0.00021482,0,0,0,0,0,0,0,0,0,0.0010741,0,0.00042965,0,0,0,0,0,0,0,0.00021482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021482,0,0,0,0.00064447,0.00021482,0.00042965,0,0,0,0,0.00021482,0,0.00021482,0,0,0,0,0,0,0,0,0.00042965,0,1.2
0,0.0010523,0,0.0010523,0.0010523,0.00035075,0.00035075,0.00035075,0,0,0,0.00035075,0.00070151,0.0052613,0.0073658,0,0.0031568,0.00035075,0,0.00035075,0,0,0.0038583,0.00035075,0.00070151,0.0010523,0,0,0,0,0.0010523,0,0,0,0.00035075,0,0,0,0,0.001403,0.0024553,0.0021045,0,0.0010523,0,0.00070151,0,0.0017538,0,0.0017538,0,0,0,0.00070151,0.00070151,0,0.0038583,0.0010523,0.00070151,0.0035075,0.00035075,0.00035075,0,0,0.00070151,0.0017538,0,0.00035075,0,0.00035075,0.00035075,0,0,0.0045598,0,0,0,0,0.00070151,0.001403,0,0,0,0,0.00070151,0.00035075,0,0.00070151,0,0,0.00070151,0,0,0,0,0.002806,0,0.00035075,0.0017538,0,0,0,0.00035075,0.00035075,0,0,0,0,0,0.00035075,0.00035075,0.00035075,0,0,0,0,0,0,0.00035075,0,0.0021045,0.00035075,0.00070151,0,0,0,0,0.00070151,0.00070151,0,0,0.001403,0.001403,0,0,0,0,0,0,0.00035075,0,0,0,0,0,0,0.00035075,0.00070151,0,0,0.00035075,0.00035075,0,0,0.00035075,0,0,0.0017538,0,0.00070151,0,0,0.00070151,0,0,0,0,0,0.00070151,0,0,0,0.00035075,0,0,0,0,0,0.00035075,0,0,0,0.001403,0,0,0,0,0,0.00035075,0,0,0,0,0,0,0,0,0,0.00035075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035075,0,0,0,0,0,0.00035075,0,0,0,0,0,0,0.00035075,0,0,0,0.00035075,0,0,0,0,0.00035075,0,1.9
